date,production_ton
2024-02-23,4791
2024-02-24,4876
2024-02-25,3644
2024-02-26,4664
2024-02-27,2375
2024-02-28,845
2024-02-29,1043
2024-03-01,4000
2024-03-02,3346
2024-03-03,931
2024-03-04,939
2024-03-05,3032
2024-03-06,3093
2024-03-07,1354
2024-03-08,2915
2024-03-09,3221
2024-03-10,4786
2024-03-11,3059
2024-03-12,3361
2024-03-13,1224
2024-03-14,2088
2024-03-15,3234
2024-03-16,3379
2024-03-17,2897
2024-03-18,4358
2024-03-19,4906
2024-03-20,2134
2024-03-21,2499
2024-03-22,2830
2024-03-23,2995
2024-03-24,1646
2024-03-25,2902
2024-03-26,2501
2024-03-27,4366
2024-03-28,4105
2024-03-29,2340
2024-03-30,565
2024-03-31,3867
2024-04-01,1913
2024-04-02,3653
2024-04-03,4202
2024-04-04,3553
2024-04-05,4319
2024-04-06,3779
2024-04-07,2072
2024-04-08,4179
2024-04-09,4973
2024-04-10,877
2024-04-11,3360
2024-04-12,628
2024-04-13,791
2024-04-14,3494
2024-04-15,3182
2024-04-16,2671
2024-04-17,2245
2024-04-18,1236
2024-04-19,1502
2024-04-20,1991
2024-04-21,4110
2024-04-22,1759
2024-04-23,3917
2024-04-24,2276
2024-04-25,3844
2024-04-26,4876
2024-04-27,3173
2024-04-28,4045
2024-04-29,951
2024-04-30,3213
2024-05-01,1113
2024-05-02,4233
2024-05-03,4472
2024-05-04,908
2024-05-05,1060
2024-05-06,894
2024-05-07,1819
2024-05-08,4087
2024-05-09,1292
2024-05-10,3927
2024-05-11,1658
2024-05-12,4342
2024-05-13,2049
2024-05-14,564
2024-05-15,2263
2024-05-16,1170
2024-05-17,2981
2024-05-18,1580
2024-05-19,4928
2024-05-20,4699
2024-05-21,704
2024-05-22,4195
2024-05-23,1581
2024-05-24,1550
2024-05-25,3909
2024-05-26,624
2024-05-27,869
2024-05-28,1445
2024-05-29,2036
2024-05-30,3167
2024-05-31,2045
2024-06-01,4592
2024-06-02,2560
2024-06-03,1741
2024-06-04,784
2024-06-05,4764
2024-06-06,3276
2024-06-07,4375
2024-06-08,2209
2024-06-09,4114
2024-06-10,1593
2024-06-11,3192
2024-06-12,1565
2024-06-13,523
2024-06-14,1130
2024-06-15,4426
2024-06-16,2809
2024-06-17,2836
2024-06-18,1080
2024-06-19,4972
2024-06-20,2193
2024-06-21,1048
2024-06-22,3771
2024-06-23,1703
2024-06-24,976
2024-06-25,1623
2024-06-26,2262
2024-06-27,1540
2024-06-28,4720
2024-06-29,1404
2024-06-30,1304
2024-07-01,4786
2024-07-02,2679
2024-07-03,982
2024-07-04,2725
2024-07-05,2374
2024-07-06,3023
2024-07-07,2929
2024-07-08,1774
2024-07-09,1776
2024-07-10,1579
2024-07-11,929
2024-07-12,3204
2024-07-13,4649
2024-07-14,3341
2024-07-15,3009
2024-07-16,1879
2024-07-17,2916
2024-07-18,1165
2024-07-19,1220
2024-07-20,2835
2024-07-21,4766
2024-07-22,919
2024-07-23,3814
2024-07-24,3460
2024-07-25,3922
2024-07-26,4281
2024-07-27,3985
2024-07-28,615
2024-07-29,2695
2024-07-30,4815
2024-07-31,4858
2024-08-01,4450
2024-08-02,4504
2024-08-03,1054
2024-08-04,3566
2024-08-05,3180
2024-08-06,2342
2024-08-07,3968
2024-08-08,4542
2024-08-09,650
2024-08-10,1163
2024-08-11,760
2024-08-12,2367
2024-08-13,3366
2024-08-14,2824
2024-08-15,2104
2024-08-16,3142
2024-08-17,872
2024-08-18,1406
2024-08-19,1660
2024-08-20,2505
2024-08-21,2810
2024-08-22,937
2024-08-23,2705
2024-08-24,2122
2024-08-25,3891
2024-08-26,1479
2024-08-27,1043
2024-08-28,2613
2024-08-29,2946
2024-08-30,4203
2024-08-31,2943
2024-09-01,2117
2024-09-02,3616
2024-09-03,760
2024-09-04,2353
2024-09-05,2943
2024-09-06,4295
2024-09-07,3520
2024-09-08,4877
2024-09-09,3021
2024-09-10,1994
2024-09-11,531
2024-09-12,2349
2024-09-13,2278
2024-09-14,3199
2024-09-15,4962
2024-09-16,1013
2024-09-17,2902
2024-09-18,1981
2024-09-19,2979
2024-09-20,1935
2024-09-21,1289
2024-09-22,1908
2024-09-23,4374
2024-09-24,859
2024-09-25,4989
2024-09-26,1872
2024-09-27,2254
2024-09-28,697
2024-09-29,4262
2024-09-30,1756
2024-10-01,3435
2024-10-02,3367
2024-10-03,4585
2024-10-04,3189
2024-10-05,1558
2024-10-06,1014
2024-10-07,3666
2024-10-08,1573
2024-10-09,3561
2024-10-10,3571
2024-10-11,4255
2024-10-12,1340
2024-10-13,1185
2024-10-14,4190
2024-10-15,3210
2024-10-16,4747
2024-10-17,3480
2024-10-18,2727
2024-10-19,1360
2024-10-20,705
2024-10-21,1843
2024-10-22,4396
2024-10-23,4414
2024-10-24,783
2024-10-25,1745
2024-10-26,1652
2024-10-27,3091
2024-10-28,944
2024-10-29,2458
2024-10-30,1706
2024-10-31,2320
2024-11-01,4391
2024-11-02,4174
2024-11-03,1121
2024-11-04,3389
2024-11-05,4325
2024-11-06,2894
2024-11-07,3292
2024-11-08,4357
2024-11-09,3820
2024-11-10,1296
2024-11-11,4022
2024-11-12,746
2024-11-13,3118
2024-11-14,4093
2024-11-15,1273
2024-11-16,4236
2024-11-17,3262
2024-11-18,4319
2024-11-19,4739
2024-11-20,717
2024-11-21,964
2024-11-22,3370
2024-11-23,1698
2024-11-24,1328
2024-11-25,1615
2024-11-26,750
2024-11-27,1715
2024-11-28,2683
2024-11-29,2006
2024-11-30,4194
2024-12-01,4761
2024-12-02,1560
2024-12-03,1846
2024-12-04,2843
2024-12-05,734
2024-12-06,1490
2024-12-07,3675
2024-12-08,1869
2024-12-09,3927
2024-12-10,2889
2024-12-11,3010
2024-12-12,965
2024-12-13,4287
2024-12-14,1730
2024-12-15,2265
2024-12-16,3560
2024-12-17,2718
2024-12-18,1487
2024-12-19,2589
2024-12-20,551
2024-12-21,4879
2024-12-22,3140
2024-12-23,1777
2024-12-24,3777
2024-12-25,4751
2024-12-26,4046
2024-12-27,4228
2024-12-28,2598
2024-12-29,1681
2024-12-30,2644
2024-12-31,4225
2025-01-01,3718
2025-01-02,3289
2025-01-03,3421
2025-01-04,1959
2025-01-05,3481
2025-01-06,1393
2025-01-07,4027
2025-01-08,1110
2025-01-09,4406
2025-01-10,3958
2025-01-11,3990
2025-01-12,4042
2025-01-13,2718
2025-01-14,1295
2025-01-15,2371
2025-01-16,1563
2025-01-17,4203
2025-01-18,3863
2025-01-19,1976
2025-01-20,1787
2025-01-21,4606
2025-01-22,1700
2025-01-23,2097
2025-01-24,4563
2025-01-25,3857
2025-01-26,2136
2025-01-27,4699
2025-01-28,1310
2025-01-29,3833
2025-01-30,4605
2025-01-31,3390
2025-02-01,2370
2025-02-02,2250
2025-02-03,1905
2025-02-04,1347
2025-02-05,4943
2025-02-06,2030
2025-02-07,3874
2025-02-08,1166
2025-02-09,4135
2025-02-10,2964
2025-02-11,702
2025-02-12,3649
2025-02-13,1127
2025-02-14,1430
2025-02-15,4516
2025-02-16,3454
2025-02-17,566
2025-02-18,4476
2025-02-19,2384
2025-02-20,888
2025-02-21,3943
2025-02-22,4737
2025-02-23,3253
2025-02-24,2886
2025-02-25,2117
2025-02-26,1622
2025-02-27,1318
2025-02-28,4117
2025-03-01,619
2025-03-02,3004
2025-03-03,3385
2025-03-04,4140
2025-03-05,2306
2025-03-06,643
2025-03-07,622
2025-03-08,1711
2025-03-09,2473
2025-03-10,4341
2025-03-11,3358
2025-03-12,4196
2025-03-13,3374
2025-03-14,3366
2025-03-15,4562
2025-03-16,2111
2025-03-17,1951
2025-03-18,2280
2025-03-19,4454
2025-03-20,1700
2025-03-21,4851
2025-03-22,4901
2025-03-23,3355
2025-03-24,4927
2025-03-25,4495
2025-03-26,2883
2025-03-27,869
2025-03-28,1209
2025-03-29,2324
2025-03-30,2929
2025-03-31,3775
2025-04-01,2982
2025-04-02,585
2025-04-03,3408
2025-04-04,4704
2025-04-05,4032
2025-04-06,2788
2025-04-07,2186
2025-04-08,1692
2025-04-09,3170
2025-04-10,2680
2025-04-11,1568
2025-04-12,2685
2025-04-13,2991
2025-04-14,2574
2025-04-15,2239
2025-04-16,516
2025-04-17,4560
2025-04-18,2928
2025-04-19,1730
2025-04-20,3577
2025-04-21,1635
2025-04-22,1734
2025-04-23,2679
2025-04-24,2053
2025-04-25,2263
2025-04-26,754
2025-04-27,2104
2025-04-28,4598
2025-04-29,1227
2025-04-30,4776
2025-05-01,4485
2025-05-02,4167
2025-05-03,3039
2025-05-04,977
2025-05-05,3673
2025-05-06,4357
2025-05-07,4922
2025-05-08,1288
2025-05-09,2989
2025-05-10,4541
2025-05-11,1562
2025-05-12,1003
2025-05-13,929
2025-05-14,3133
2025-05-15,3129
2025-05-16,4790
2025-05-17,4369
2025-05-18,1713
2025-05-19,3571
2025-05-20,2040
2025-05-21,1122
2025-05-22,1157
2025-05-23,4125
2025-05-24,960
2025-05-25,3614
2025-05-26,4614
2025-05-27,2633
2025-05-28,2447
2025-05-29,2295
2025-05-30,2021
2025-05-31,3109
2025-06-01,4212
2025-06-02,3398
2025-06-03,1278
2025-06-04,504
2025-06-05,3578
2025-06-06,3898
2025-06-07,3519
2025-06-08,3076
2025-06-09,1796
2025-06-10,3200
2025-06-11,1642
2025-06-12,2976
2025-06-13,4488
2025-06-14,1397
2025-06-15,939
2025-06-16,1296
2025-06-17,3763
2025-06-18,4646
2025-06-19,3068
2025-06-20,4326
2025-06-21,4525
2025-06-22,3574
2025-06-23,4828
2025-06-24,4090
2025-06-25,1644
2025-06-26,4960
2025-06-27,2727
2025-06-28,533
2025-06-29,4873
2025-06-30,993
2025-07-01,3404
2025-07-02,1958
2025-07-03,3400
2025-07-04,576
2025-07-05,2481
2025-07-06,4226
2025-07-07,4110
2025-07-08,4391
2025-07-09,955
2025-07-10,1181
2025-07-11,3431
2025-07-12,1798
2025-07-13,1194
2025-07-14,924
2025-07-15,2700
2025-07-16,2805
2025-07-17,2364
2025-07-18,2570
2025-07-19,2359
2025-07-20,4080
2025-07-21,2718
2025-07-22,1882
2025-07-23,4454
2025-07-24,3364
2025-07-25,4499
2025-07-26,3213
2025-07-27,2053
2025-07-28,1748
2025-07-29,3018
2025-07-30,1700
2025-07-31,3861
2025-08-01,3351
2025-08-02,792
2025-08-03,572
2025-08-04,4155
2025-08-05,4137
2025-08-06,1618
2025-08-07,4183
2025-08-08,860
2025-08-09,2582
2025-08-10,2654
2025-08-11,2939
2025-08-12,3260
2025-08-13,3854
2025-08-14,4395
2025-08-15,1571
2025-08-16,3631
2025-08-17,1467
2025-08-18,1640
2025-08-19,2286
2025-08-20,2006
2025-08-21,1372
2025-08-22,1588
2025-08-23,815
2025-08-24,4726
2025-08-25,4935
2025-08-26,1567
2025-08-27,546
2025-08-28,4754
2025-08-29,1504
2025-08-30,3332
2025-08-31,1575
2025-09-01,1173
2025-09-02,3119
2025-09-03,1010
2025-09-04,4730
2025-09-05,2061
2025-09-06,3734
2025-09-07,3192
2025-09-08,2097
2025-09-09,3153
2025-09-10,1948
2025-09-11,1813
2025-09-12,1776
2025-09-13,1312
2025-09-14,1839
2025-09-15,3478
2025-09-16,3327
2025-09-17,4334
2025-09-18,4942
2025-09-19,4668
2025-09-20,973
2025-09-21,988
2025-09-22,2640
2025-09-23,1904
2025-09-24,3527
2025-09-25,2179
2025-09-26,3979
2025-09-27,3487
2025-09-28,883
2025-09-29,3500
2025-09-30,4981
2025-10-01,2548
2025-10-02,2734
2025-10-03,2331
2025-10-04,1415
2025-10-05,4037
2025-10-06,3041
2025-10-07,3391
2025-10-08,2158
2025-10-09,2578
2025-10-10,4482
2025-10-11,1674
2025-10-12,4591
2025-10-13,1635
2025-10-14,3546
2025-10-15,1124
2025-10-16,595
2025-10-17,1552
2025-10-18,1236
2025-10-19,3434
2025-10-20,4964
2025-10-21,1789
2025-10-22,3411
2025-10-23,3874
2025-10-24,1598
2025-10-25,697
2025-10-26,2049
2025-10-27,1643
2025-10-28,1222
2025-10-29,1502
2025-10-30,2051
2025-10-31,4047
2025-11-01,2683
2025-11-02,528
2025-11-03,4997
2025-11-04,3001
2025-11-05,4259
2025-11-06,4580
2025-11-07,4601
2025-11-08,2035
2025-11-09,3282
2025-11-10,4323
2025-11-11,2266
2025-11-12,1134
2025-11-13,2040
2025-11-14,3909
2025-11-15,3649
2025-11-16,4270
2025-11-17,1732
2025-11-18,2079
2025-11-19,2294
2025-11-20,3025
2025-11-21,2401
2025-11-22,4391
2025-11-23,4254
2025-11-24,1112
2025-11-25,1853
2025-11-26,1706
2025-11-27,1106
2025-11-28,4502
2025-11-29,2269
2025-11-30,2458
2025-12-01,919
2025-12-02,3669
2025-12-03,3568
2025-12-04,1218
2025-12-05,4367
2025-12-06,1336
2025-12-07,1068
2025-12-08,3543
2025-12-09,4946
2025-12-10,1513
2025-12-11,3764
2025-12-12,1913
2025-12-13,4203
2025-12-14,2259
2025-12-15,1539
2025-12-16,3624
2025-12-17,4179
2025-12-18,2071
2025-12-19,3647
2025-12-20,3456
2025-12-21,3758
2025-12-22,3159
2025-12-23,4432
2025-12-24,1761
2025-12-25,1778
2025-12-26,1120
2025-12-27,1226
2025-12-28,4518
2025-12-29,1779
2025-12-30,768
2025-12-31,1873
2026-01-01,2327
2026-01-02,4206
2026-01-03,2889
2026-01-04,2267
2026-01-05,4984
2026-01-06,1955
2026-01-07,875
2026-01-08,2379
2026-01-09,1271
2026-01-10,4080
2026-01-11,1088
2026-01-12,4562
2026-01-13,2604
2026-01-14,4451
2026-01-15,4416
2026-01-16,3204
2026-01-17,3690
2026-01-18,2323
2026-01-19,4354
2026-01-20,1313
2026-01-21,4231
2026-01-22,2038
2026-01-23,2736
2026-01-24,2182
2026-01-25,4672
2026-01-26,1802
2026-01-27,3350
2026-01-28,2635
2026-01-29,812
2026-01-30,2492
2026-01-31,4489
2026-02-01,2473
2026-02-02,1909
2026-02-03,2095
2026-02-04,3965
2026-02-05,574
2026-02-06,704
2026-02-07,3101
2026-02-08,4397
2026-02-09,2147
2026-02-10,3043
2026-02-11,4236
2026-02-12,1114
2026-02-13,4514
2026-02-14,4164
2026-02-15,4342
2026-02-16,3586
2026-02-17,1759
2026-02-18,3282
2026-02-19,681
2026-02-20,2142
2026-02-21,3461
2026-02-22,1058
2026-02-23,1216
2026-02-24,2102
2026-02-25,4668
2026-02-26,861
2026-02-27,538
2026-02-28,3986
2026-03-01,770
2026-03-02,2795
2026-03-03,2666
2026-03-04,1309
2026-03-05,2619
2026-03-06,2530
2026-03-07,3870
2026-03-08,1108
2026-03-09,3007
2026-03-10,1870
2026-03-11,4250
2026-03-12,2038
2026-03-13,2411
2026-03-14,633
2026-03-15,3547
2026-03-16,3604
2026-03-17,4177
2026-03-18,663
2026-03-19,3353
2026-03-20,903
2026-03-21,2845
2026-03-22,4998
2026-03-23,3469
2026-03-24,963
2026-03-25,657
2026-03-26,3783
2026-03-27,1871
2026-03-28,2413
2026-03-29,4403
2026-03-30,687
2026-03-31,1231
2026-04-01,2916
2026-04-02,2366
2026-04-03,3710
2026-04-04,998
2026-04-05,4951
2026-04-06,4828
2026-04-07,854
2026-04-08,575
2026-04-09,1448
2026-04-10,3091
2026-04-11,1920
2026-04-12,3885
2026-04-13,4719
2026-04-14,611
2026-04-15,717
2026-04-16,1188
2026-04-17,2932
2026-04-18,3274
2026-04-19,564
2026-04-20,1867
2026-04-21,2355
2026-04-22,3373
2026-04-23,2968
2026-04-24,884
2026-04-25,3396
2026-04-26,799
2026-04-27,671
2026-04-28,915
2026-04-29,766
2026-04-30,2104
2026-05-01,4160
2026-05-02,3467
2026-05-03,4017
2026-05-04,3552
2026-05-05,1554
2026-05-06,4333
2026-05-07,2421
2026-05-08,4045
2026-05-09,1691
2026-05-10,2207
2026-05-11,4105
2026-05-12,3898
2026-05-13,4285
2026-05-14,1536
2026-05-15,3788
2026-05-16,1846
2026-05-17,2944
2026-05-18,1778
2026-05-19,976
2026-05-20,4069
2026-05-21,843
2026-05-22,4172
2026-05-23,1202
2026-05-24,596
2026-05-25,4290
2026-05-26,3078
