date,rainfall_mm
2023-05-11,97.4
2023-05-12,81.9
2023-05-13,20.3
2023-05-14,59.3
2023-05-15,88.6
2023-05-16,18.8
2023-05-17,78.8
2023-05-18,83.9
2023-05-19,12.0
2023-05-20,82.0
2023-05-21,37.6
2023-05-22,35.6
2023-05-23,43.8
2023-05-24,114.9
2023-05-25,59.7
2023-05-26,47.2
2023-05-27,112.3
2023-05-28,35.1
2023-05-29,119.5
2023-05-30,77.5
2023-05-31,65.0
2023-06-01,11.8
2023-06-02,58.4
2023-06-03,83.9
2023-06-04,36.3
2023-06-05,5.0
2023-06-06,67.5
2023-06-07,8.8
2023-06-08,61.5
2023-06-09,36.8
2023-06-10,96.7
2023-06-11,6.1
2023-06-12,98.5
2023-06-13,100.4
2023-06-14,12.7
2023-06-15,115.2
2023-06-16,93.7
2023-06-17,53.0
2023-06-18,109.6
2023-06-19,35.4
2023-06-20,101.0
2023-06-21,15.2
2023-06-22,38.6
2023-06-23,46.5
2023-06-24,95.8
2023-06-25,52.8
2023-06-26,86.6
2023-06-27,33.1
2023-06-28,68.7
2023-06-29,25.7
2023-06-30,42.9
2023-07-01,44.1
2023-07-02,0.4
2023-07-03,51.1
2023-07-04,36.4
2023-07-05,25.1
2023-07-06,77.2
2023-07-07,28.1
2023-07-08,31.6
2023-07-09,36.6
2023-07-10,1.3
2023-07-11,94.6
2023-07-12,4.8
2023-07-13,107.0
2023-07-14,31.0
2023-07-15,63.9
2023-07-16,72.2
2023-07-17,27.8
2023-07-18,13.9
2023-07-19,63.6
2023-07-20,118.5
2023-07-21,104.7
2023-07-22,38.7
2023-07-23,64.2
2023-07-24,108.0
2023-07-25,44.0
2023-07-26,4.5
2023-07-27,11.0
2023-07-28,30.1
2023-07-29,110.4
2023-07-30,53.6
2023-07-31,41.1
2023-08-01,69.2
2023-08-02,67.3
2023-08-03,2.9
2023-08-04,39.1
2023-08-05,59.6
2023-08-06,99.5
2023-08-07,80.9
2023-08-08,36.7
2023-08-09,28.9
2023-08-10,87.8
2023-08-11,105.9
2023-08-12,29.9
2023-08-13,96.6
2023-08-14,35.8
2023-08-15,66.9
2023-08-16,19.9
2023-08-17,94.0
2023-08-18,11.8
2023-08-19,82.6
2023-08-20,89.3
2023-08-21,96.1
2023-08-22,111.3
2023-08-23,36.2
2023-08-24,36.3
2023-08-25,94.7
2023-08-26,19.1
2023-08-27,89.1
2023-08-28,38.9
2023-08-29,102.4
2023-08-30,9.7
2023-08-31,3.5
2023-09-01,95.3
2023-09-02,21.7
2023-09-03,78.2
2023-09-04,96.2
2023-09-05,117.6
2023-09-06,17.8
2023-09-07,36.3
2023-09-08,9.8
2023-09-09,94.2
2023-09-10,83.4
2023-09-11,30.9
2023-09-12,110.0
2023-09-13,68.9
2023-09-14,113.0
2023-09-15,69.2
2023-09-16,28.3
2023-09-17,61.6
2023-09-18,14.0
2023-09-19,41.8
2023-09-20,55.1
2023-09-21,24.6
2023-09-22,35.7
2023-09-23,16.9
2023-09-24,44.4
2023-09-25,65.3
2023-09-26,53.5
2023-09-27,37.1
2023-09-28,51.6
2023-09-29,68.2
2023-09-30,113.7
2023-10-01,58.6
2023-10-02,117.8
2023-10-03,17.2
2023-10-04,12.0
2023-10-05,102.1
2023-10-06,79.8
2023-10-07,77.7
2023-10-08,13.3
2023-10-09,6.9
2023-10-10,51.7
2023-10-11,10.5
2023-10-12,98.8
2023-10-13,113.9
2023-10-14,117.4
2023-10-15,6.9
2023-10-16,18.8
2023-10-17,102.5
2023-10-18,50.9
2023-10-19,0.1
2023-10-20,118.3
2023-10-21,85.7
2023-10-22,23.7
2023-10-23,110.1
2023-10-24,118.9
2023-10-25,19.1
2023-10-26,102.9
2023-10-27,50.1
2023-10-28,117.8
2023-10-29,100.7
2023-10-30,9.4
2023-10-31,9.3
2023-11-01,1.7
2023-11-02,108.4
2023-11-03,71.8
2023-11-04,32.2
2023-11-05,64.8
2023-11-06,65.3
2023-11-07,32.6
2023-11-08,9.9
2023-11-09,31.5
2023-11-10,99.9
2023-11-11,83.3
2023-11-12,116.1
2023-11-13,62.5
2023-11-14,116.4
2023-11-15,65.6
2023-11-16,108.5
2023-11-17,108.5
2023-11-18,69.6
2023-11-19,6.9
2023-11-20,23.0
2023-11-21,79.4
2023-11-22,52.7
2023-11-23,87.1
2023-11-24,117.3
2023-11-25,6.9
2023-11-26,26.0
2023-11-27,108.7
2023-11-28,92.8
2023-11-29,29.0
2023-11-30,92.1
2023-12-01,3.1
2023-12-02,75.2
2023-12-03,94.8
2023-12-04,106.3
2023-12-05,100.7
2023-12-06,4.4
2023-12-07,58.8
2023-12-08,108.5
2023-12-09,46.6
2023-12-10,97.1
2023-12-11,22.5
2023-12-12,112.4
2023-12-13,85.7
2023-12-14,67.9
2023-12-15,117.5
2023-12-16,11.9
2023-12-17,12.2
2023-12-18,14.0
2023-12-19,73.8
2023-12-20,83.3
2023-12-21,103.4
2023-12-22,64.1
2023-12-23,103.4
2023-12-24,48.1
2023-12-25,69.9
2023-12-26,89.1
2023-12-27,117.9
2023-12-28,87.3
2023-12-29,28.7
2023-12-30,6.0
2023-12-31,14.8
2024-01-01,25.0
2024-01-02,18.4
2024-01-03,5.7
2024-01-04,21.9
2024-01-05,40.6
2024-01-06,108.7
2024-01-07,42.4
2024-01-08,118.9
2024-01-09,109.9
2024-01-10,58.8
2024-01-11,86.2
2024-01-12,89.0
2024-01-13,23.1
2024-01-14,19.0
2024-01-15,8.2
2024-01-16,40.7
2024-01-17,14.0
2024-01-18,115.9
2024-01-19,44.3
2024-01-20,14.4
2024-01-21,113.2
2024-01-22,114.0
2024-01-23,75.4
2024-01-24,64.7
2024-01-25,96.1
2024-01-26,86.6
2024-01-27,104.3
2024-01-28,91.5
2024-01-29,102.0
2024-01-30,12.4
2024-01-31,99.0
2024-02-01,44.0
2024-02-02,81.8
2024-02-03,42.1
2024-02-04,19.3
2024-02-05,44.7
2024-02-06,56.8
2024-02-07,30.9
2024-02-08,77.3
2024-02-09,14.1
2024-02-10,70.1
2024-02-11,29.2
2024-02-12,99.7
2024-02-13,80.7
2024-02-14,94.8
2024-02-15,91.1
2024-02-16,57.5
2024-02-17,57.5
2024-02-18,38.0
2024-02-19,108.6
2024-02-20,61.1
2024-02-21,16.6
2024-02-22,41.4
2024-02-23,101.4
2024-02-24,61.0
2024-02-25,94.4
2024-02-26,72.1
2024-02-27,74.4
2024-02-28,6.9
2024-02-29,10.4
2024-03-01,62.4
2024-03-02,28.0
2024-03-03,80.5
2024-03-04,52.4
2024-03-05,38.6
2024-03-06,96.9
2024-03-07,44.4
2024-03-08,38.8
2024-03-09,43.4
2024-03-10,76.0
2024-03-11,69.4
2024-03-12,45.6
2024-03-13,96.5
2024-03-14,55.5
2024-03-15,69.2
2024-03-16,63.7
2024-03-17,66.2
2024-03-18,19.4
2024-03-19,50.3
2024-03-20,46.4
2024-03-21,20.1
2024-03-22,61.3
2024-03-23,42.1
2024-03-24,116.6
2024-03-25,60.7
2024-03-26,35.9
2024-03-27,48.8
2024-03-28,65.7
2024-03-29,15.5
2024-03-30,16.4
2024-03-31,46.2
2024-04-01,9.4
2024-04-02,86.6
2024-04-03,46.5
2024-04-04,116.6
2024-04-05,62.8
2024-04-06,6.3
2024-04-07,55.2
2024-04-08,23.2
2024-04-09,81.0
2024-04-10,45.4
2024-04-11,56.7
2024-04-12,12.6
2024-04-13,97.6
2024-04-14,87.4
2024-04-15,21.8
2024-04-16,66.5
2024-04-17,56.0
2024-04-18,32.0
2024-04-19,91.5
2024-04-20,46.9
2024-04-21,97.5
2024-04-22,92.3
2024-04-23,11.9
2024-04-24,86.7
2024-04-25,73.4
2024-04-26,40.6
2024-04-27,8.2
2024-04-28,89.9
2024-04-29,14.5
2024-04-30,43.4
2024-05-01,53.7
2024-05-02,110.2
2024-05-03,36.3
2024-05-04,42.0
2024-05-05,25.6
2024-05-06,18.2
2024-05-07,92.2
2024-05-08,91.9
2024-05-09,39.9
2024-05-10,57.8
2024-05-11,18.1
2024-05-12,42.0
2024-05-13,2.1
2024-05-14,59.8
2024-05-15,30.5
2024-05-16,2.7
2024-05-17,52.2
2024-05-18,67.8
2024-05-19,114.3
2024-05-20,55.5
2024-05-21,66.8
2024-05-22,114.1
2024-05-23,91.8
2024-05-24,82.4
2024-05-25,53.8
2024-05-26,59.1
2024-05-27,45.9
2024-05-28,96.8
2024-05-29,87.7
2024-05-30,101.9
2024-05-31,22.0
2024-06-01,16.4
2024-06-02,109.0
2024-06-03,79.9
2024-06-04,86.7
2024-06-05,90.3
2024-06-06,110.7
2024-06-07,20.4
2024-06-08,93.9
2024-06-09,39.3
2024-06-10,45.4
2024-06-11,5.8
2024-06-12,42.1
2024-06-13,81.9
2024-06-14,20.4
2024-06-15,49.8
2024-06-16,32.4
2024-06-17,12.9
2024-06-18,99.2
2024-06-19,15.5
2024-06-20,50.5
2024-06-21,116.7
2024-06-22,60.1
2024-06-23,94.0
2024-06-24,70.0
2024-06-25,38.7
2024-06-26,111.2
2024-06-27,17.6
2024-06-28,51.6
2024-06-29,63.5
2024-06-30,114.5
2024-07-01,50.2
2024-07-02,68.9
2024-07-03,32.4
2024-07-04,107.8
2024-07-05,60.0
2024-07-06,37.3
2024-07-07,54.6
2024-07-08,90.7
2024-07-09,13.8
2024-07-10,80.7
2024-07-11,103.4
2024-07-12,52.5
2024-07-13,52.2
2024-07-14,29.7
2024-07-15,50.4
2024-07-16,105.6
2024-07-17,113.0
2024-07-18,26.4
2024-07-19,103.4
2024-07-20,31.0
2024-07-21,57.1
2024-07-22,37.7
2024-07-23,26.6
2024-07-24,87.2
2024-07-25,114.3
2024-07-26,85.1
2024-07-27,92.1
2024-07-28,17.3
2024-07-29,109.9
2024-07-30,102.0
2024-07-31,10.0
2024-08-01,107.0
2024-08-02,54.9
2024-08-03,98.9
2024-08-04,43.9
2024-08-05,13.9
2024-08-06,77.5
2024-08-07,27.4
2024-08-08,107.1
2024-08-09,60.6
2024-08-10,80.8
2024-08-11,68.3
2024-08-12,78.2
2024-08-13,119.0
2024-08-14,99.5
2024-08-15,114.3
2024-08-16,99.5
2024-08-17,10.1
2024-08-18,21.1
2024-08-19,46.2
2024-08-20,9.8
2024-08-21,39.9
2024-08-22,117.7
2024-08-23,17.1
2024-08-24,98.8
2024-08-25,44.3
2024-08-26,25.6
2024-08-27,35.1
2024-08-28,99.8
2024-08-29,93.6
2024-08-30,86.7
2024-08-31,76.3
2024-09-01,45.1
2024-09-02,110.9
2024-09-03,93.3
2024-09-04,83.7
2024-09-05,115.0
2024-09-06,21.2
2024-09-07,67.7
2024-09-08,32.5
2024-09-09,39.0
2024-09-10,61.8
2024-09-11,44.0
2024-09-12,80.2
2024-09-13,70.2
2024-09-14,51.5
2024-09-15,88.1
2024-09-16,67.3
2024-09-17,6.6
2024-09-18,7.2
2024-09-19,109.5
2024-09-20,73.5
2024-09-21,51.2
2024-09-22,58.4
2024-09-23,118.3
2024-09-24,84.7
2024-09-25,31.9
2024-09-26,83.3
2024-09-27,79.1
2024-09-28,31.3
2024-09-29,47.5
2024-09-30,73.2
2024-10-01,31.7
2024-10-02,27.9
2024-10-03,35.4
2024-10-04,12.3
2024-10-05,5.2
2024-10-06,9.6
2024-10-07,54.5
2024-10-08,23.8
2024-10-09,30.3
2024-10-10,43.7
2024-10-11,82.4
2024-10-12,30.0
2024-10-13,103.9
2024-10-14,83.5
2024-10-15,93.3
2024-10-16,100.9
2024-10-17,89.8
2024-10-18,106.8
2024-10-19,62.6
2024-10-20,77.0
2024-10-21,9.1
2024-10-22,112.3
2024-10-23,47.3
2024-10-24,64.8
2024-10-25,37.4
2024-10-26,47.0
2024-10-27,19.4
2024-10-28,76.6
2024-10-29,42.3
2024-10-30,51.8
2024-10-31,43.2
2024-11-01,76.7
2024-11-02,37.0
2024-11-03,103.2
2024-11-04,39.9
2024-11-05,102.1
2024-11-06,19.2
2024-11-07,96.0
2024-11-08,6.2
2024-11-09,56.6
2024-11-10,9.1
2024-11-11,52.9
2024-11-12,104.9
2024-11-13,33.2
2024-11-14,20.4
2024-11-15,11.8
2024-11-16,7.1
2024-11-17,45.6
2024-11-18,80.3
2024-11-19,56.8
2024-11-20,89.9
2024-11-21,109.9
2024-11-22,1.1
2024-11-23,87.6
2024-11-24,40.3
2024-11-25,111.1
2024-11-26,88.0
2024-11-27,45.3
2024-11-28,60.9
2024-11-29,96.1
2024-11-30,95.7
2024-12-01,15.3
2024-12-02,36.8
2024-12-03,51.4
2024-12-04,6.5
2024-12-05,1.9
2024-12-06,31.6
2024-12-07,96.8
2024-12-08,102.1
2024-12-09,111.4
2024-12-10,10.7
2024-12-11,10.5
2024-12-12,43.0
2024-12-13,76.7
2024-12-14,47.5
2024-12-15,117.7
2024-12-16,44.2
2024-12-17,111.8
2024-12-18,18.5
2024-12-19,34.4
2024-12-20,4.0
2024-12-21,115.2
2024-12-22,28.9
2024-12-23,115.2
2024-12-24,69.0
2024-12-25,56.7
2024-12-26,117.6
2024-12-27,58.6
2024-12-28,105.0
2024-12-29,7.4
2024-12-30,117.1
2024-12-31,1.1
2025-01-01,18.1
2025-01-02,111.1
2025-01-03,1.3
2025-01-04,64.7
2025-01-05,16.5
2025-01-06,31.8
2025-01-07,119.2
2025-01-08,15.2
2025-01-09,74.6
2025-01-10,106.7
2025-01-11,12.7
2025-01-12,117.7
2025-01-13,37.8
2025-01-14,90.1
2025-01-15,18.1
2025-01-16,61.2
2025-01-17,119.3
2025-01-18,24.8
2025-01-19,116.5
2025-01-20,44.5
2025-01-21,67.4
2025-01-22,83.7
2025-01-23,6.3
2025-01-24,7.9
2025-01-25,56.3
2025-01-26,105.3
2025-01-27,113.2
2025-01-28,27.9
2025-01-29,106.9
2025-01-30,5.5
2025-01-31,66.4
2025-02-01,21.7
2025-02-02,99.0
2025-02-03,49.9
2025-02-04,101.2
2025-02-05,119.6
2025-02-06,94.5
2025-02-07,71.5
2025-02-08,39.0
2025-02-09,37.2
2025-02-10,110.4
2025-02-11,54.1
2025-02-12,12.3
2025-02-13,57.6
2025-02-14,100.3
2025-02-15,99.2
2025-02-16,69.8
2025-02-17,33.4
2025-02-18,82.6
2025-02-19,92.2
2025-02-20,74.7
2025-02-21,100.7
2025-02-22,83.2
2025-02-23,68.9
2025-02-24,24.9
2025-02-25,76.9
2025-02-26,87.2
2025-02-27,33.7
2025-02-28,110.2
2025-03-01,97.3
2025-03-02,19.8
2025-03-03,13.2
2025-03-04,116.2
2025-03-05,8.4
2025-03-06,102.7
2025-03-07,94.0
2025-03-08,92.5
2025-03-09,45.7
2025-03-10,118.5
2025-03-11,107.7
2025-03-12,64.8
2025-03-13,32.7
2025-03-14,64.6
2025-03-15,51.5
2025-03-16,8.1
2025-03-17,9.0
2025-03-18,21.6
2025-03-19,95.7
2025-03-20,63.3
2025-03-21,53.9
2025-03-22,119.6
2025-03-23,13.3
2025-03-24,117.7
2025-03-25,45.4
2025-03-26,22.0
2025-03-27,42.9
2025-03-28,111.5
2025-03-29,58.7
2025-03-30,29.3
2025-03-31,58.6
2025-04-01,68.5
2025-04-02,109.0
2025-04-03,51.5
2025-04-04,30.6
2025-04-05,68.9
2025-04-06,25.3
2025-04-07,26.8
2025-04-08,38.7
2025-04-09,15.1
2025-04-10,78.1
2025-04-11,71.7
2025-04-12,98.5
2025-04-13,53.1
2025-04-14,48.1
2025-04-15,42.3
2025-04-16,21.8
2025-04-17,49.9
2025-04-18,32.5
2025-04-19,58.2
2025-04-20,1.5
2025-04-21,99.9
2025-04-22,7.2
2025-04-23,15.1
2025-04-24,83.3
2025-04-25,118.0
2025-04-26,72.4
2025-04-27,81.7
2025-04-28,12.5
2025-04-29,12.2
2025-04-30,15.7
2025-05-01,25.5
2025-05-02,40.5
2025-05-03,110.5
2025-05-04,45.2
2025-05-05,39.5
2025-05-06,17.5
2025-05-07,29.0
2025-05-08,66.1
2025-05-09,63.9
2025-05-10,97.8
2025-05-11,56.0
2025-05-12,75.0
2025-05-13,29.1
2025-05-14,62.8
2025-05-15,52.4
2025-05-16,85.2
2025-05-17,109.2
2025-05-18,96.6
2025-05-19,44.8
2025-05-20,84.6
2025-05-21,67.9
2025-05-22,79.9
2025-05-23,55.7
2025-05-24,60.4
2025-05-25,95.3
2025-05-26,28.0
2025-05-27,44.8
2025-05-28,114.9
2025-05-29,15.4
2025-05-30,76.2
2025-05-31,97.9
2025-06-01,96.6
2025-06-02,31.3
2025-06-03,76.3
2025-06-04,93.4
2025-06-05,91.6
2025-06-06,3.4
2025-06-07,87.2
2025-06-08,45.0
2025-06-09,54.4
2025-06-10,106.5
2025-06-11,83.3
2025-06-12,100.2
2025-06-13,90.4
2025-06-14,40.9
2025-06-15,15.8
2025-06-16,12.4
2025-06-17,40.7
2025-06-18,104.0
2025-06-19,70.3
2025-06-20,94.4
2025-06-21,15.1
2025-06-22,20.7
2025-06-23,112.2
2025-06-24,98.5
2025-06-25,104.7
2025-06-26,95.4
2025-06-27,22.0
2025-06-28,98.4
2025-06-29,87.7
2025-06-30,12.5
2025-07-01,119.1
2025-07-02,1.8
2025-07-03,40.5
2025-07-04,48.3
2025-07-05,64.7
2025-07-06,95.0
2025-07-07,105.2
2025-07-08,54.7
2025-07-09,48.5
2025-07-10,108.6
2025-07-11,30.4
2025-07-12,10.0
2025-07-13,116.0
2025-07-14,60.1
2025-07-15,102.6
2025-07-16,27.4
2025-07-17,33.7
2025-07-18,3.8
2025-07-19,2.5
2025-07-20,38.2
2025-07-21,63.0
2025-07-22,7.2
2025-07-23,83.8
2025-07-24,105.9
2025-07-25,40.7
2025-07-26,112.0
2025-07-27,36.3
2025-07-28,31.3
2025-07-29,33.5
2025-07-30,107.9
2025-07-31,11.6
2025-08-01,113.7
2025-08-02,68.0
2025-08-03,35.8
2025-08-04,66.6
2025-08-05,45.6
2025-08-06,66.0
2025-08-07,65.4
2025-08-08,4.7
2025-08-09,98.8
2025-08-10,68.4
2025-08-11,4.3
2025-08-12,24.0
2025-08-13,72.1
2025-08-14,39.4
2025-08-15,13.3
2025-08-16,104.8
2025-08-17,12.5
2025-08-18,45.1
2025-08-19,76.6
2025-08-20,91.4
2025-08-21,14.8
2025-08-22,117.4
2025-08-23,73.8
2025-08-24,10.2
2025-08-25,99.6
2025-08-26,64.2
2025-08-27,91.5
2025-08-28,50.0
2025-08-29,112.2
2025-08-30,114.0
2025-08-31,64.3
2025-09-01,17.7
2025-09-02,80.8
2025-09-03,94.6
2025-09-04,48.4
2025-09-05,18.9
2025-09-06,71.7
2025-09-07,57.3
2025-09-08,31.0
2025-09-09,63.6
2025-09-10,15.3
2025-09-11,82.5
2025-09-12,13.3
2025-09-13,97.2
2025-09-14,39.2
2025-09-15,89.5
2025-09-16,45.3
2025-09-17,7.1
2025-09-18,2.0
2025-09-19,98.2
2025-09-20,96.5
2025-09-21,70.8
2025-09-22,110.5
2025-09-23,14.4
2025-09-24,69.2
2025-09-25,23.7
2025-09-26,9.8
2025-09-27,63.4
2025-09-28,36.9
2025-09-29,7.3
2025-09-30,104.7
2025-10-01,6.6
2025-10-02,12.2
2025-10-03,102.2
2025-10-04,12.1
2025-10-05,115.8
2025-10-06,52.3
2025-10-07,4.7
2025-10-08,16.2
2025-10-09,112.5
2025-10-10,27.9
2025-10-11,26.5
2025-10-12,13.7
2025-10-13,76.9
2025-10-14,81.3
2025-10-15,90.5
2025-10-16,101.5
2025-10-17,110.2
2025-10-18,56.4
2025-10-19,76.3
2025-10-20,62.7
2025-10-21,111.3
2025-10-22,13.0
2025-10-23,64.2
2025-10-24,76.9
2025-10-25,61.7
2025-10-26,99.0
2025-10-27,64.7
2025-10-28,115.9
2025-10-29,117.9
2025-10-30,110.9
2025-10-31,106.2
2025-11-01,6.1
2025-11-02,79.9
2025-11-03,48.0
2025-11-04,65.5
2025-11-05,86.9
2025-11-06,95.1
2025-11-07,94.4
2025-11-08,56.8
2025-11-09,113.7
2025-11-10,57.1
2025-11-11,80.2
2025-11-12,73.8
2025-11-13,50.1
2025-11-14,90.0
2025-11-15,12.2
2025-11-16,93.9
2025-11-17,47.1
2025-11-18,38.9
2025-11-19,105.9
2025-11-20,106.3
2025-11-21,50.7
2025-11-22,15.9
2025-11-23,33.8
2025-11-24,91.3
2025-11-25,54.8
2025-11-26,111.9
2025-11-27,105.5
2025-11-28,85.1
2025-11-29,106.2
2025-11-30,59.5
2025-12-01,93.6
2025-12-02,22.8
2025-12-03,111.2
2025-12-04,100.9
2025-12-05,90.8
2025-12-06,114.9
2025-12-07,83.5
2025-12-08,46.6
2025-12-09,2.7
2025-12-10,91.6
2025-12-11,31.5
2025-12-12,6.3
2025-12-13,20.9
2025-12-14,88.8
2025-12-15,14.2
2025-12-16,53.5
2025-12-17,88.6
2025-12-18,53.4
2025-12-19,80.5
2025-12-20,69.9
2025-12-21,67.2
2025-12-22,96.9
2025-12-23,47.1
2025-12-24,56.6
2025-12-25,75.5
2025-12-26,66.1
2025-12-27,36.3
2025-12-28,36.8
2025-12-29,4.3
2025-12-30,113.8
2025-12-31,107.8
2026-01-01,70.9
2026-01-02,33.9
2026-01-03,77.2
2026-01-04,78.9
2026-01-05,70.4
2026-01-06,36.2
2026-01-07,56.3
2026-01-08,54.2
2026-01-09,115.9
2026-01-10,9.4
2026-01-11,64.4
2026-01-12,43.4
2026-01-13,108.5
2026-01-14,16.5
2026-01-15,100.9
2026-01-16,113.7
2026-01-17,100.6
2026-01-18,40.5
2026-01-19,77.7
2026-01-20,107.1
2026-01-21,29.4
2026-01-22,45.8
2026-01-23,49.6
2026-01-24,61.0
2026-01-25,100.1
2026-01-26,60.9
2026-01-27,63.2
2026-01-28,40.1
2026-01-29,21.4
2026-01-30,53.4
2026-01-31,61.1
2026-02-01,88.1
2026-02-02,24.6
2026-02-03,60.3
2026-02-04,87.0
2026-02-05,33.9
2026-02-06,72.7
2026-02-07,31.4
2026-02-08,54.3
2026-02-09,5.3
2026-02-10,74.3
2026-02-11,8.7
2026-02-12,37.3
2026-02-13,65.9
2026-02-14,108.4
2026-02-15,55.9
2026-02-16,8.2
2026-02-17,37.4
2026-02-18,70.9
2026-02-19,29.9
2026-02-20,38.5
2026-02-21,63.2
2026-02-22,56.9
2026-02-23,38.3
2026-02-24,47.5
2026-02-25,108.3
2026-02-26,29.9
2026-02-27,81.8
2026-02-28,76.3
2026-03-01,73.7
2026-03-02,6.5
2026-03-03,93.6
2026-03-04,85.6
2026-03-05,81.0
2026-03-06,88.5
2026-03-07,68.7
2026-03-08,58.2
2026-03-09,3.5
2026-03-10,99.8
2026-03-11,30.1
2026-03-12,105.0
2026-03-13,13.8
2026-03-14,34.7
2026-03-15,24.5
2026-03-16,26.2
2026-03-17,40.7
2026-03-18,80.0
2026-03-19,24.4
2026-03-20,86.4
2026-03-21,80.2
2026-03-22,40.0
2026-03-23,66.5
2026-03-24,55.7
2026-03-25,111.4
2026-03-26,44.3
2026-03-27,83.2
2026-03-28,62.2
2026-03-29,51.6
2026-03-30,45.8
2026-03-31,2.5
2026-04-01,16.5
2026-04-02,79.6
2026-04-03,102.5
2026-04-04,82.7
2026-04-05,62.3
2026-04-06,92.4
2026-04-07,31.4
2026-04-08,53.9
2026-04-09,64.5
2026-04-10,88.8
2026-04-11,102.5
2026-04-12,79.9
2026-04-13,21.1
2026-04-14,62.8
2026-04-15,113.4
2026-04-16,32.2
2026-04-17,40.0
2026-04-18,54.6
2026-04-19,33.0
2026-04-20,101.9
2026-04-21,120.0
2026-04-22,8.7
2026-04-23,27.2
2026-04-24,32.4
2026-04-25,34.2
2026-04-26,16.7
2026-04-27,78.7
2026-04-28,70.0
2026-04-29,98.8
2026-04-30,2.8
2026-05-01,83.5
2026-05-02,75.8
2026-05-03,77.7
2026-05-04,116.9
2026-05-05,41.8
2026-05-06,25.0
2026-05-07,37.3
2026-05-08,99.3
2026-05-09,107.6
2026-05-10,0.5
2026-05-11,79.5
2026-05-12,20.8
2026-05-13,33.2
2026-05-14,52.2
2026-05-15,13.1
2026-05-16,62.5
2026-05-17,12.3
2026-05-18,64.9
2026-05-19,66.6
2026-05-20,47.3
2026-05-21,117.1
2026-05-22,79.1
2026-05-23,14.9
2026-05-24,40.5
2026-05-25,85.2
2026-05-26,62.3
