date,predicted_price
2023-05-13,365.34
2023-05-14,299.71
2023-05-15,309.58
2023-05-16,333.42
2023-05-17,164.55
2023-05-18,231.21
2023-05-19,343.37
2023-05-20,366.77
2023-05-21,220.3
2023-05-22,285.99
2023-05-23,159.97
2023-05-24,271.75
2023-05-25,172.7
2023-05-26,124.97
2023-05-27,214.9
2023-05-28,153.52
2023-05-29,289.43
2023-05-30,314.88
2023-05-31,379.67
2023-06-01,338.79
2023-06-02,272.09
2023-06-03,248.59
2023-06-04,270.21
2023-06-05,303.81
2023-06-06,233.07
2023-06-07,230.62
2023-06-08,164.64
2023-06-09,174.59
2023-06-10,392.87
2023-06-11,338.54
2023-06-12,195.76
2023-06-13,187.0
2023-06-14,270.92
2023-06-15,370.4
2023-06-16,360.86
2023-06-17,297.1
2023-06-18,171.91
2023-06-19,316.83
2023-06-20,134.84
2023-06-21,378.22
2023-06-22,379.84
2023-06-23,290.98
2023-06-24,321.32
2023-06-25,364.02
2023-06-26,338.64
2023-06-27,367.56
2023-06-28,296.61
2023-06-29,223.11
2023-06-30,179.46
2023-07-01,234.93
2023-07-02,207.16
2023-07-03,270.85
2023-07-04,105.37
2023-07-05,221.12
2023-07-06,264.31
2023-07-07,165.31
2023-07-08,381.77
2023-07-09,372.49
2023-07-10,320.21
2023-07-11,202.16
2023-07-12,317.33
2023-07-13,264.98
2023-07-14,187.58
2023-07-15,367.83
2023-07-16,139.62
2023-07-17,176.84
2023-07-18,139.82
2023-07-19,377.96
2023-07-20,157.54
2023-07-21,307.29
2023-07-22,175.36
2023-07-23,358.44
2023-07-24,369.04
2023-07-25,129.69
2023-07-26,131.76
2023-07-27,131.68
2023-07-28,276.08
2023-07-29,230.6
2023-07-30,151.2
2023-07-31,242.85
2023-08-01,345.11
2023-08-02,244.27
2023-08-03,309.28
2023-08-04,126.79
2023-08-05,160.82
2023-08-06,345.52
2023-08-07,137.54
2023-08-08,162.07
2023-08-09,288.09
2023-08-10,156.27
2023-08-11,229.22
2023-08-12,216.76
2023-08-13,343.02
2023-08-14,160.65
2023-08-15,276.96
2023-08-16,277.34
2023-08-17,221.34
2023-08-18,174.83
2023-08-19,107.15
2023-08-20,104.15
2023-08-21,135.33
2023-08-22,278.2
2023-08-23,221.67
2023-08-24,216.46
2023-08-25,379.46
2023-08-26,384.42
2023-08-27,296.88
2023-08-28,110.06
2023-08-29,108.93
2023-08-30,367.66
2023-08-31,355.33
2023-09-01,391.68
2023-09-02,209.06
2023-09-03,117.41
2023-09-04,257.12
2023-09-05,321.54
2023-09-06,155.29
2023-09-07,110.98
2023-09-08,333.48
2023-09-09,120.09
2023-09-10,134.06
2023-09-11,103.34
2023-09-12,339.45
2023-09-13,336.74
2023-09-14,323.78
2023-09-15,210.49
2023-09-16,374.38
2023-09-17,228.17
2023-09-18,291.03
2023-09-19,385.38
2023-09-20,157.64
2023-09-21,174.88
2023-09-22,196.91
2023-09-23,326.42
2023-09-24,264.02
2023-09-25,282.67
2023-09-26,130.01
2023-09-27,173.5
2023-09-28,201.04
2023-09-29,356.53
2023-09-30,134.36
2023-10-01,165.05
2023-10-02,285.26
2023-10-03,238.89
2023-10-04,372.92
2023-10-05,139.12
2023-10-06,103.55
2023-10-07,394.79
2023-10-08,230.28
2023-10-09,276.62
2023-10-10,279.72
2023-10-11,382.38
2023-10-12,123.74
2023-10-13,295.14
2023-10-14,251.94
2023-10-15,250.94
2023-10-16,227.21
2023-10-17,307.91
2023-10-18,352.81
2023-10-19,191.52
2023-10-20,199.44
2023-10-21,136.33
2023-10-22,162.54
2023-10-23,116.33
2023-10-24,314.64
2023-10-25,302.44
2023-10-26,209.29
2023-10-27,137.88
2023-10-28,169.7
2023-10-29,229.06
2023-10-30,255.73
2023-10-31,381.42
2023-11-01,341.92
2023-11-02,312.76
2023-11-03,115.21
2023-11-04,360.27
2023-11-05,397.3
2023-11-06,381.96
2023-11-07,353.85
2023-11-08,184.41
2023-11-09,374.16
2023-11-10,123.91
2023-11-11,213.79
2023-11-12,145.06
2023-11-13,218.13
2023-11-14,228.29
2023-11-15,233.54
2023-11-16,167.53
2023-11-17,242.79
2023-11-18,189.93
2023-11-19,361.86
2023-11-20,328.92
2023-11-21,357.71
2023-11-22,176.69
2023-11-23,186.2
2023-11-24,101.66
2023-11-25,312.66
2023-11-26,206.01
2023-11-27,396.43
2023-11-28,274.42
2023-11-29,356.62
2023-11-30,130.12
2023-12-01,236.9
2023-12-02,281.47
2023-12-03,242.62
2023-12-04,289.71
2023-12-05,292.28
2023-12-06,219.98
2023-12-07,204.01
2023-12-08,287.61
2023-12-09,285.53
2023-12-10,125.45
2023-12-11,105.59
2023-12-12,330.89
2023-12-13,325.4
2023-12-14,151.21
2023-12-15,191.72
2023-12-16,119.38
2023-12-17,341.48
2023-12-18,329.03
2023-12-19,218.19
2023-12-20,284.11
2023-12-21,179.05
2023-12-22,233.34
2023-12-23,380.27
2023-12-24,376.54
2023-12-25,315.88
2023-12-26,300.64
2023-12-27,197.39
2023-12-28,233.95
2023-12-29,161.78
2023-12-30,188.23
2023-12-31,267.21
2024-01-01,121.48
2024-01-02,137.0
2024-01-03,167.93
2024-01-04,396.27
2024-01-05,153.29
2024-01-06,272.22
2024-01-07,171.82
2024-01-08,144.39
2024-01-09,372.31
2024-01-10,397.31
2024-01-11,194.75
2024-01-12,183.4
2024-01-13,255.66
2024-01-14,203.11
2024-01-15,352.38
2024-01-16,293.86
2024-01-17,176.05
2024-01-18,393.29
2024-01-19,123.28
2024-01-20,129.11
2024-01-21,115.95
2024-01-22,196.25
2024-01-23,211.51
2024-01-24,385.06
2024-01-25,361.63
2024-01-26,188.85
2024-01-27,390.77
2024-01-28,173.48
2024-01-29,305.47
2024-01-30,174.1
2024-01-31,165.83
2024-02-01,323.49
2024-02-02,299.94
2024-02-03,391.7
2024-02-04,141.03
2024-02-05,276.72
2024-02-06,390.54
2024-02-07,177.27
2024-02-08,308.65
2024-02-09,185.57
2024-02-10,274.88
2024-02-11,322.06
2024-02-12,149.65
2024-02-13,178.23
2024-02-14,126.6
2024-02-15,322.66
2024-02-16,124.78
2024-02-17,308.13
2024-02-18,328.76
2024-02-19,248.98
2024-02-20,352.2
2024-02-21,175.33
2024-02-22,350.66
2024-02-23,112.1
2024-02-24,284.37
2024-02-25,157.99
2024-02-26,253.19
2024-02-27,215.46
2024-02-28,135.0
2024-02-29,316.74
2024-03-01,315.05
2024-03-02,132.99
2024-03-03,296.41
2024-03-04,381.29
2024-03-05,235.16
2024-03-06,132.87
2024-03-07,156.47
2024-03-08,363.71
2024-03-09,365.69
2024-03-10,174.59
2024-03-11,377.12
2024-03-12,226.39
2024-03-13,164.44
2024-03-14,259.65
2024-03-15,394.78
2024-03-16,304.71
2024-03-17,371.65
2024-03-18,138.84
2024-03-19,372.45
2024-03-20,180.07
2024-03-21,132.71
2024-03-22,261.35
2024-03-23,302.55
2024-03-24,292.0
2024-03-25,166.03
2024-03-26,346.87
2024-03-27,272.37
2024-03-28,203.98
2024-03-29,253.35
2024-03-30,174.84
2024-03-31,185.08
2024-04-01,272.71
2024-04-02,196.44
2024-04-03,128.26
2024-04-04,329.83
2024-04-05,229.39
2024-04-06,260.37
2024-04-07,212.63
2024-04-08,348.39
2024-04-09,305.78
2024-04-10,239.89
2024-04-11,256.36
2024-04-12,391.52
2024-04-13,106.56
2024-04-14,339.7
2024-04-15,266.4
2024-04-16,102.47
2024-04-17,120.85
2024-04-18,285.09
2024-04-19,322.81
2024-04-20,354.97
2024-04-21,367.67
2024-04-22,347.43
2024-04-23,101.86
2024-04-24,176.57
2024-04-25,340.65
2024-04-26,247.44
2024-04-27,203.98
2024-04-28,142.5
2024-04-29,325.23
2024-04-30,219.0
2024-05-01,289.16
2024-05-02,130.5
2024-05-03,386.14
2024-05-04,207.85
2024-05-05,254.35
2024-05-06,119.15
2024-05-07,102.17
2024-05-08,268.57
2024-05-09,231.09
2024-05-10,136.35
2024-05-11,127.35
2024-05-12,383.64
2024-05-13,134.89
2024-05-14,364.55
2024-05-15,217.34
2024-05-16,188.25
2024-05-17,325.17
2024-05-18,135.33
2024-05-19,152.34
2024-05-20,150.47
2024-05-21,366.44
2024-05-22,172.74
2024-05-23,106.26
2024-05-24,378.21
2024-05-25,262.87
2024-05-26,251.56
2024-05-27,377.97
2024-05-28,106.82
2024-05-29,389.59
2024-05-30,326.46
2024-05-31,389.54
2024-06-01,349.94
2024-06-02,190.34
2024-06-03,305.52
2024-06-04,209.57
2024-06-05,387.01
2024-06-06,383.94
2024-06-07,229.71
2024-06-08,366.24
2024-06-09,189.88
2024-06-10,166.02
2024-06-11,338.75
2024-06-12,289.16
2024-06-13,103.79
2024-06-14,175.29
2024-06-15,350.54
2024-06-16,296.05
2024-06-17,247.28
2024-06-18,174.62
2024-06-19,394.57
2024-06-20,178.84
2024-06-21,113.45
2024-06-22,308.25
2024-06-23,249.06
2024-06-24,297.41
2024-06-25,201.72
2024-06-26,174.05
2024-06-27,129.51
2024-06-28,104.49
2024-06-29,185.92
2024-06-30,113.82
2024-07-01,312.95
2024-07-02,308.25
2024-07-03,218.24
2024-07-04,107.72
2024-07-05,222.2
2024-07-06,135.11
2024-07-07,257.47
2024-07-08,311.82
2024-07-09,286.96
2024-07-10,399.66
2024-07-11,272.58
2024-07-12,186.07
2024-07-13,351.14
2024-07-14,215.54
2024-07-15,189.65
2024-07-16,288.36
2024-07-17,172.18
2024-07-18,272.8
2024-07-19,363.16
2024-07-20,206.45
2024-07-21,111.64
2024-07-22,220.0
2024-07-23,374.07
2024-07-24,369.37
2024-07-25,373.51
2024-07-26,151.11
2024-07-27,282.88
2024-07-28,253.19
2024-07-29,270.35
2024-07-30,277.22
2024-07-31,160.01
2024-08-01,346.62
2024-08-02,381.85
2024-08-03,232.12
2024-08-04,399.13
2024-08-05,396.37
2024-08-06,297.64
2024-08-07,392.88
2024-08-08,285.6
2024-08-09,352.38
2024-08-10,126.2
2024-08-11,127.1
2024-08-12,167.81
2024-08-13,321.88
2024-08-14,162.68
2024-08-15,176.04
2024-08-16,267.81
2024-08-17,176.69
2024-08-18,384.75
2024-08-19,234.25
2024-08-20,300.01
2024-08-21,213.19
2024-08-22,112.97
2024-08-23,399.18
2024-08-24,255.88
2024-08-25,297.66
2024-08-26,319.76
2024-08-27,163.18
2024-08-28,317.31
2024-08-29,100.25
2024-08-30,389.39
2024-08-31,173.33
2024-09-01,284.77
2024-09-02,257.77
2024-09-03,296.15
2024-09-04,303.35
2024-09-05,295.87
2024-09-06,328.64
2024-09-07,131.73
2024-09-08,347.1
2024-09-09,390.32
2024-09-10,279.15
2024-09-11,315.67
2024-09-12,210.93
2024-09-13,299.16
2024-09-14,238.24
2024-09-15,108.47
2024-09-16,218.69
2024-09-17,124.87
2024-09-18,342.19
2024-09-19,188.29
2024-09-20,363.21
2024-09-21,366.94
2024-09-22,116.59
2024-09-23,273.43
2024-09-24,245.0
2024-09-25,111.42
2024-09-26,267.75
2024-09-27,122.97
2024-09-28,130.27
2024-09-29,191.21
2024-09-30,177.74
2024-10-01,306.04
2024-10-02,117.64
2024-10-03,142.16
2024-10-04,204.18
2024-10-05,262.95
2024-10-06,127.48
2024-10-07,226.0
2024-10-08,241.57
2024-10-09,379.87
2024-10-10,250.32
2024-10-11,297.24
2024-10-12,130.03
2024-10-13,227.57
2024-10-14,259.33
2024-10-15,131.46
2024-10-16,224.64
2024-10-17,361.06
2024-10-18,291.17
2024-10-19,346.94
2024-10-20,282.59
2024-10-21,283.9
2024-10-22,390.19
2024-10-23,123.45
2024-10-24,134.46
2024-10-25,343.51
2024-10-26,144.92
2024-10-27,293.52
2024-10-28,146.01
2024-10-29,299.7
2024-10-30,252.92
2024-10-31,200.5
2024-11-01,161.93
2024-11-02,250.89
2024-11-03,130.81
2024-11-04,100.14
2024-11-05,308.13
2024-11-06,231.87
2024-11-07,188.93
2024-11-08,328.33
2024-11-09,287.01
2024-11-10,358.42
2024-11-11,381.9
2024-11-12,395.93
2024-11-13,260.36
2024-11-14,196.26
2024-11-15,349.35
2024-11-16,384.8
2024-11-17,298.48
2024-11-18,312.93
2024-11-19,167.7
2024-11-20,200.02
2024-11-21,304.5
2024-11-22,171.66
2024-11-23,285.09
2024-11-24,100.18
2024-11-25,281.25
2024-11-26,293.27
2024-11-27,137.51
2024-11-28,238.34
2024-11-29,287.65
2024-11-30,322.68
2024-12-01,329.15
2024-12-02,148.01
2024-12-03,390.14
2024-12-04,220.78
2024-12-05,291.94
2024-12-06,325.57
2024-12-07,385.83
2024-12-08,304.86
2024-12-09,139.47
2024-12-10,340.43
2024-12-11,393.03
2024-12-12,380.21
2024-12-13,152.91
2024-12-14,388.34
2024-12-15,146.36
2024-12-16,224.29
2024-12-17,396.62
2024-12-18,203.23
2024-12-19,185.94
2024-12-20,354.58
2024-12-21,298.83
2024-12-22,144.44
2024-12-23,357.17
2024-12-24,228.28
2024-12-25,228.02
2024-12-26,261.14
2024-12-27,217.72
2024-12-28,272.61
2024-12-29,224.95
2024-12-30,127.19
2024-12-31,239.91
2025-01-01,194.19
2025-01-02,141.13
2025-01-03,282.47
2025-01-04,349.23
2025-01-05,325.33
2025-01-06,274.9
2025-01-07,238.43
2025-01-08,111.36
2025-01-09,145.32
2025-01-10,161.2
2025-01-11,239.8
2025-01-12,178.59
2025-01-13,142.81
2025-01-14,286.28
2025-01-15,316.31
2025-01-16,312.36
2025-01-17,189.43
2025-01-18,141.54
2025-01-19,148.94
2025-01-20,341.91
2025-01-21,229.56
2025-01-22,242.84
2025-01-23,376.89
2025-01-24,100.7
2025-01-25,143.29
2025-01-26,231.71
2025-01-27,119.21
2025-01-28,301.55
2025-01-29,112.82
2025-01-30,357.93
2025-01-31,257.72
2025-02-01,298.99
2025-02-02,202.76
2025-02-03,361.89
2025-02-04,184.75
2025-02-05,288.84
2025-02-06,278.07
2025-02-07,284.25
2025-02-08,350.5
2025-02-09,175.19
2025-02-10,301.51
2025-02-11,145.49
2025-02-12,252.22
2025-02-13,241.83
2025-02-14,330.71
2025-02-15,200.03
2025-02-16,258.01
2025-02-17,333.83
2025-02-18,288.76
2025-02-19,198.81
2025-02-20,185.71
2025-02-21,189.02
2025-02-22,330.71
2025-02-23,317.8
2025-02-24,345.4
2025-02-25,224.92
2025-02-26,160.47
2025-02-27,117.32
2025-02-28,392.72
2025-03-01,248.57
2025-03-02,163.02
2025-03-03,240.13
2025-03-04,180.42
2025-03-05,306.7
2025-03-06,350.15
2025-03-07,354.19
2025-03-08,360.87
2025-03-09,368.95
2025-03-10,138.98
2025-03-11,169.87
2025-03-12,184.23
2025-03-13,279.73
2025-03-14,286.24
2025-03-15,242.48
2025-03-16,270.04
2025-03-17,217.49
2025-03-18,303.76
2025-03-19,306.43
2025-03-20,345.02
2025-03-21,333.5
2025-03-22,120.96
2025-03-23,167.77
2025-03-24,129.83
2025-03-25,336.47
2025-03-26,247.85
2025-03-27,157.71
2025-03-28,132.02
2025-03-29,198.5
2025-03-30,209.01
2025-03-31,194.69
2025-04-01,360.89
2025-04-02,145.75
2025-04-03,116.29
2025-04-04,211.12
2025-04-05,329.78
2025-04-06,180.01
2025-04-07,319.66
2025-04-08,255.16
2025-04-09,180.8
2025-04-10,127.39
2025-04-11,380.15
2025-04-12,383.25
2025-04-13,365.43
2025-04-14,268.92
2025-04-15,199.37
2025-04-16,370.86
2025-04-17,143.34
2025-04-18,372.55
2025-04-19,132.18
2025-04-20,348.64
2025-04-21,304.47
2025-04-22,365.72
2025-04-23,187.73
2025-04-24,113.45
2025-04-25,197.05
2025-04-26,203.36
2025-04-27,388.22
2025-04-28,359.88
2025-04-29,138.48
2025-04-30,343.09
2025-05-01,136.05
2025-05-02,311.86
2025-05-03,342.74
2025-05-04,355.57
2025-05-05,135.93
2025-05-06,104.59
2025-05-07,179.43
2025-05-08,215.89
2025-05-09,110.55
2025-05-10,338.08
2025-05-11,242.32
2025-05-12,184.45
2025-05-13,198.94
2025-05-14,112.49
2025-05-15,353.75
2025-05-16,244.88
2025-05-17,124.31
2025-05-18,169.3
2025-05-19,200.29
2025-05-20,225.36
2025-05-21,208.39
2025-05-22,110.62
2025-05-23,109.74
2025-05-24,348.62
2025-05-25,372.58
2025-05-26,391.82
2025-05-27,254.93
2025-05-28,239.94
2025-05-29,115.38
2025-05-30,162.26
2025-05-31,236.66
2025-06-01,170.25
2025-06-02,136.96
2025-06-03,292.69
2025-06-04,277.28
2025-06-05,128.26
2025-06-06,288.59
2025-06-07,255.92
2025-06-08,152.19
2025-06-09,305.08
2025-06-10,217.77
2025-06-11,286.82
2025-06-12,296.01
2025-06-13,351.76
2025-06-14,123.23
2025-06-15,316.84
2025-06-16,258.72
2025-06-17,313.38
2025-06-18,187.43
2025-06-19,240.49
2025-06-20,320.92
2025-06-21,153.63
2025-06-22,374.15
2025-06-23,300.15
2025-06-24,298.89
2025-06-25,246.46
2025-06-26,388.88
2025-06-27,318.07
2025-06-28,356.92
2025-06-29,349.5
2025-06-30,133.55
2025-07-01,271.36
2025-07-02,301.85
2025-07-03,313.1
2025-07-04,173.3
2025-07-05,136.24
2025-07-06,302.53
2025-07-07,256.39
2025-07-08,108.03
2025-07-09,110.9
2025-07-10,131.53
2025-07-11,353.86
2025-07-12,218.74
2025-07-13,121.91
2025-07-14,274.21
2025-07-15,240.39
2025-07-16,162.27
2025-07-17,123.22
2025-07-18,206.38
2025-07-19,396.7
2025-07-20,397.25
2025-07-21,223.59
2025-07-22,132.81
2025-07-23,302.76
2025-07-24,327.0
2025-07-25,100.13
2025-07-26,128.02
2025-07-27,350.03
2025-07-28,297.88
2025-07-29,212.93
2025-07-30,282.87
2025-07-31,337.28
2025-08-01,254.08
2025-08-02,341.63
2025-08-03,179.45
2025-08-04,173.61
2025-08-05,127.08
2025-08-06,278.5
2025-08-07,303.11
2025-08-08,254.86
2025-08-09,141.26
2025-08-10,306.01
2025-08-11,139.32
2025-08-12,318.93
2025-08-13,257.92
2025-08-14,232.85
2025-08-15,131.35
2025-08-16,373.33
2025-08-17,360.83
2025-08-18,313.36
2025-08-19,145.21
2025-08-20,321.2
2025-08-21,285.47
2025-08-22,297.77
2025-08-23,340.61
2025-08-24,162.42
2025-08-25,257.27
2025-08-26,112.55
2025-08-27,339.58
2025-08-28,315.01
2025-08-29,264.79
2025-08-30,105.28
2025-08-31,266.19
2025-09-01,340.99
2025-09-02,118.4
2025-09-03,389.7
2025-09-04,311.92
2025-09-05,260.19
2025-09-06,306.7
2025-09-07,377.86
2025-09-08,111.99
2025-09-09,296.65
2025-09-10,154.89
2025-09-11,232.51
2025-09-12,181.29
2025-09-13,372.64
2025-09-14,319.99
2025-09-15,262.18
2025-09-16,133.02
2025-09-17,120.51
2025-09-18,231.37
2025-09-19,346.18
2025-09-20,163.75
2025-09-21,275.35
2025-09-22,103.16
2025-09-23,258.93
2025-09-24,337.81
2025-09-25,353.36
2025-09-26,307.5
2025-09-27,131.91
2025-09-28,200.86
2025-09-29,124.57
2025-09-30,348.92
2025-10-01,173.41
2025-10-02,303.65
2025-10-03,119.75
2025-10-04,166.69
2025-10-05,105.27
2025-10-06,163.33
2025-10-07,261.16
2025-10-08,175.83
2025-10-09,360.13
2025-10-10,113.03
2025-10-11,302.26
2025-10-12,217.1
2025-10-13,270.51
2025-10-14,170.26
2025-10-15,369.17
2025-10-16,235.56
2025-10-17,117.76
2025-10-18,117.48
2025-10-19,375.92
2025-10-20,267.17
2025-10-21,135.32
2025-10-22,148.9
2025-10-23,397.23
2025-10-24,266.54
2025-10-25,313.92
2025-10-26,243.57
2025-10-27,203.69
2025-10-28,354.4
2025-10-29,265.54
2025-10-30,180.08
2025-10-31,374.12
2025-11-01,345.01
2025-11-02,349.75
2025-11-03,375.87
2025-11-04,261.22
2025-11-05,133.18
2025-11-06,341.38
2025-11-07,274.56
2025-11-08,127.33
2025-11-09,297.62
2025-11-10,163.34
2025-11-11,129.64
2025-11-12,160.49
2025-11-13,205.2
2025-11-14,349.88
2025-11-15,382.05
2025-11-16,175.93
2025-11-17,355.23
2025-11-18,138.86
2025-11-19,368.95
2025-11-20,289.05
2025-11-21,111.14
2025-11-22,206.15
2025-11-23,259.94
2025-11-24,386.61
2025-11-25,156.19
2025-11-26,371.71
2025-11-27,353.54
2025-11-28,242.53
2025-11-29,250.58
2025-11-30,100.89
2025-12-01,250.84
2025-12-02,345.93
2025-12-03,341.55
2025-12-04,232.3
2025-12-05,238.51
2025-12-06,262.36
2025-12-07,134.89
2025-12-08,307.03
2025-12-09,325.63
2025-12-10,272.81
2025-12-11,349.46
2025-12-12,356.65
2025-12-13,297.74
2025-12-14,334.7
2025-12-15,207.31
2025-12-16,297.82
2025-12-17,309.97
2025-12-18,223.22
2025-12-19,277.05
2025-12-20,203.25
2025-12-21,136.4
2025-12-22,327.88
2025-12-23,137.99
2025-12-24,247.12
2025-12-25,242.25
2025-12-26,184.43
2025-12-27,160.44
2025-12-28,152.61
2025-12-29,134.92
2025-12-30,388.83
2025-12-31,253.79
2026-01-01,128.17
2026-01-02,109.32
2026-01-03,382.74
2026-01-04,202.44
2026-01-05,163.55
2026-01-06,312.32
2026-01-07,198.76
2026-01-08,135.78
2026-01-09,296.3
2026-01-10,313.88
2026-01-11,209.61
2026-01-12,323.53
2026-01-13,115.02
2026-01-14,149.55
2026-01-15,368.02
2026-01-16,242.15
2026-01-17,243.93
2026-01-18,306.74
2026-01-19,358.83
2026-01-20,232.01
2026-01-21,334.58
2026-01-22,364.56
2026-01-23,262.93
2026-01-24,197.81
2026-01-25,240.95
2026-01-26,232.52
2026-01-27,223.73
2026-01-28,394.56
2026-01-29,390.69
2026-01-30,239.44
2026-01-31,133.79
2026-02-01,151.13
2026-02-02,174.41
2026-02-03,140.77
2026-02-04,209.46
2026-02-05,204.2
2026-02-06,345.15
2026-02-07,369.13
2026-02-08,320.9
2026-02-09,255.67
2026-02-10,390.08
2026-02-11,290.81
2026-02-12,286.51
2026-02-13,159.5
2026-02-14,239.48
2026-02-15,183.14
2026-02-16,202.86
2026-02-17,315.02
2026-02-18,166.22
2026-02-19,131.61
2026-02-20,268.57
2026-02-21,377.73
2026-02-22,152.59
2026-02-23,285.09
2026-02-24,347.24
2026-02-25,167.66
2026-02-26,390.07
2026-02-27,166.43
2026-02-28,212.04
2026-03-01,177.41
2026-03-02,281.92
2026-03-03,364.17
2026-03-04,380.31
2026-03-05,254.74
2026-03-06,249.78
2026-03-07,241.9
2026-03-08,145.14
2026-03-09,234.53
2026-03-10,390.34
2026-03-11,339.93
2026-03-12,241.87
2026-03-13,162.4
2026-03-14,169.78
2026-03-15,298.05
2026-03-16,148.47
2026-03-17,204.48
2026-03-18,296.12
2026-03-19,333.66
2026-03-20,373.45
2026-03-21,137.47
2026-03-22,148.62
2026-03-23,337.8
2026-03-24,164.27
2026-03-25,322.46
2026-03-26,361.88
2026-03-27,365.92
2026-03-28,350.67
2026-03-29,296.96
2026-03-30,100.86
2026-03-31,279.33
2026-04-01,148.93
2026-04-02,105.11
2026-04-03,164.81
2026-04-04,304.85
2026-04-05,358.4
2026-04-06,125.69
2026-04-07,117.15
2026-04-08,247.72
2026-04-09,125.56
2026-04-10,361.92
2026-04-11,243.93
2026-04-12,239.15
2026-04-13,396.46
2026-04-14,176.52
2026-04-15,188.18
2026-04-16,391.24
2026-04-17,380.85
2026-04-18,288.25
2026-04-19,338.42
2026-04-20,355.09
2026-04-21,388.4
2026-04-22,217.15
2026-04-23,255.03
2026-04-24,122.75
2026-04-25,384.23
2026-04-26,240.99
2026-04-27,350.51
2026-04-28,223.34
2026-04-29,311.32
2026-04-30,194.16
2026-05-01,238.28
2026-05-02,252.96
2026-05-03,119.67
2026-05-04,321.48
2026-05-05,207.71
2026-05-06,130.33
2026-05-07,157.86
2026-05-08,265.81
2026-05-09,284.43
2026-05-10,131.54
2026-05-11,390.04
2026-05-12,228.53
2026-05-13,345.37
2026-05-14,252.42
2026-05-15,117.61
2026-05-16,101.23
2026-05-17,213.78
2026-05-18,162.37
2026-05-19,343.14
2026-05-20,221.07
2026-05-21,342.49
2026-05-22,379.99
2026-05-23,197.67
2026-05-24,116.55
2026-05-25,382.26
2026-05-26,155.02
